date,old_A,new_A,category,allowed,A_verified,B_verified,evidence,A_status,A_reason
20210615,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210616,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210617,211.25,211.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210618,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210621,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210622,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210623,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210624,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210625,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210628,36.25,36.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210629,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210630,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210701,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210702,3.5,3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210705,2.5,2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210706,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210707,93.25,93.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210708,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210709,24.5,24.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210712,42.75,42.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210713,-26.0,-26.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210714,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210715,60.0,60.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210716,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210719,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210720,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210721,49.0,49.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210722,20.75,20.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210723,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210726,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210727,231.75,231.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210728,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210729,50.25,50.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210730,36.25,36.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210802,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210803,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210804,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210805,65.25,65.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210806,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210809,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210810,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210811,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210812,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210813,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210816,-1.25,-1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210817,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210818,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210819,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210820,-29.0,-29.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210823,124.75,124.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210824,-19.75,,old_numeric_outcome_to_unknown,True,True,True,detector:missing_v7m_bar:680,unknown,detector:missing_v7m_bar:680
20210825,-19.75,,old_numeric_outcome_to_unknown,True,True,True,detector:missing_v7m_bar:902,unknown,detector:missing_v7m_bar:902
20210826,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210827,43.0,43.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210830,89.5,89.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210831,-3.75,-3.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210901,18.0,18.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210902,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210903,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210906,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210907,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210908,80.25,80.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210909,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210910,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210913,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210914,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210915,35.5,35.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210916,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210917,133.5,133.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210920,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210921,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210922,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210923,-32.25,-32.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210924,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210927,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210928,213.75,213.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210929,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20210930,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211001,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211004,256.25,256.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211005,92.5,92.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211006,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211007,51.5,51.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211008,65.75,65.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211011,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211012,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211013,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211014,-26.75,-26.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211015,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211018,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211019,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211020,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211021,48.75,48.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211022,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211025,-25.5,-25.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211026,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211027,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211028,-22.75,-22.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211029,98.5,98.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211101,-9.25,-9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211102,-26.25,-26.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211103,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211104,81.75,81.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211105,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211108,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211109,120.75,120.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211110,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211111,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211112,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211115,-36.25,-36.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211116,109.25,109.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211117,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211118,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211119,-29.75,-29.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211122,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211123,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211124,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211125,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211126,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211129,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211130,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211201,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211202,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211203,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211206,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211207,65.5,65.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211208,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211209,-20.5,-20.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211210,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211213,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211214,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211215,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211216,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211217,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211220,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211221,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211222,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211223,106.5,106.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211224,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20211227,100.25,100.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211228,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211229,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211230,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20211231,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220103,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220104,-35.25,-35.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220105,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220106,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220107,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220110,34.25,34.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220111,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220112,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220113,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220114,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220117,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220118,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220119,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220120,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220121,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220124,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220125,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220126,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220127,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220128,-38.75,-38.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220131,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220201,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220202,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220203,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220204,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220207,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220208,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220209,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220210,80.75,80.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220211,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220214,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220215,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220216,41.75,41.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220217,-31.0,-31.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220218,-30.75,-30.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220221,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220222,-37.75,-37.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220223,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220224,-28.0,-28.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220225,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220228,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220301,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220302,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220303,208.5,208.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220304,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220307,112.5,112.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220308,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220309,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220310,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220311,240.25,240.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220314,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220315,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220316,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220317,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220318,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220321,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220322,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220323,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220324,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220325,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220328,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220329,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220330,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220331,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220401,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220404,-31.75,-31.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220405,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220406,137.5,137.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220407,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220408,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220411,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220412,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220413,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220414,-31.0,-31.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220415,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20220418,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220419,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220420,158.25,158.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220421,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220422,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220425,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220426,216.0,216.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220427,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220428,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220429,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220502,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220503,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220504,-9.25,-9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220505,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220506,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220509,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220510,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220511,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220512,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220513,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220516,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220517,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220518,-35.25,-35.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220519,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220520,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220523,-19.75,,old_numeric_outcome_to_unknown,True,True,True,detector:missing_v7m_bar:777,unknown,detector:missing_v7m_bar:777
20220524,175.0,175.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220525,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220526,246.75,246.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220527,117.5,117.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220530,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220531,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220601,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220602,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220603,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220606,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220607,129.25,129.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220608,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220609,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220610,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220613,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220614,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220615,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220616,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20220617,-32.25,-32.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
